dx,icddesc,ccscat,ccsdesc,'OPTIONAL CCS CATEGORY','OPTIONAL CCS CATEGORY DESCRIPTION'
'01730',TB OF EYE-UNSPEC,1,'Tuberculosis',' ',' '
'01731',TB OF EYE-NO EXAM,1,'Tuberculosis',' ',' '
'01732',TB OF EYE-EXAM UNKN,1,'Tuberculosis',' ',' '
'01733',TB OF EYE-MICRO DX,1,'Tuberculosis',' ',' '
'01734',TB OF EYE-CULT DX,1,'Tuberculosis',' ',' '
'01735',TB OF EYE-HISTO DX,1,'Tuberculosis',' ',' '
'01736',TB OF EYE-OTH TEST,1,'Tuberculosis',' ',' '
'01740',TB OF EAR-UNSPEC,1,'Tuberculosis',' ',' '
'01741',TB OF EAR-NO EXAM,1,'Tuberculosis',' ',' '
'01742',TB OF EAR-EXAM UNKN,1,'Tuberculosis',' ',' '
'01743',TB OF EAR-MICRO DX,1,'Tuberculosis',' ',' '
'01744',TB OF EAR-CULT DX,1,'Tuberculosis',' ',' '
'01745',TB OF EAR-HISTO DX,1,'Tuberculosis',' ',' '
'01746',TB OF EAR-OTH TEST,1,'Tuberculosis',' ',' '
'01750',TB OF THYROID-UNSPEC,1,'Tuberculosis',' ',' '
'01751',TB OF THYROID-NO EXAM,1,'Tuberculosis',' ',' '
'01752',TB OF THYROID-EXAM UNKN,1,'Tuberculosis',' ',' '
'01753',TB OF THYROID-MICRO DX,1,'Tuberculosis',' ',' '
'01754',TB OF THYROID-CULT DX,1,'Tuberculosis',' ',' '
'01755',TB OF THYROID-HISTO DX,1,'Tuberculosis',' ',' '
'01756',TB OF THYROID-OTH TEST,1,'Tuberculosis',' ',' '
'01760',TB OF ADRENAL-UNSPEC,1,'Tuberculosis',' ',' '
'01761',TB OF ADRENAL-NO EXAM,1,'Tuberculosis',' ',' '
'01762',TB OF ADRENAL-EXAM UNKN,1,'Tuberculosis',' ',' '
'01763',TB OF ADRENAL-MICRO DX,1,'Tuberculosis',' ',' '
'01764',TB OF ADRENAL-CULT DX,1,'Tuberculosis',' ',' '
'01765',TB OF ADRENAL-HISTO DX,1,'Tuberculosis',' ',' '
'01766',TB OF ADRENAL-OTH TEST,1,'Tuberculosis',' ',' '
'01770',TB OF SPLEEN-UNSPEC,1,'Tuberculosis',' ',' '
'01771',TB OF SPLEEN-NO EXAM,1,'Tuberculosis',' ',' '
'01772',TB OF SPLEEN-EXAM UNKN,1,'Tuberculosis',' ',' '
'01773',TB OF SPLEEN-MICRO DX,1,'Tuberculosis',' ',' '
'01774',TB OF SPLEEN-CULT DX,1,'Tuberculosis',' ',' '
'01775',TB OF SPLEEN-HISTO DX,1,'Tuberculosis',' ',' '
'01776',TB OF SPLEEN-OTH TEST,1,'Tuberculosis',' ',' '
'01780',TB ESOPHAGUS-UNSPEC,1,'Tuberculosis',' ',' '
'01781',TB ESOPHAGUS-NO EXAM,1,'Tuberculosis',' ',' '
'01782',TB ESOPHAGUS-EXAM UNKN,1,'Tuberculosis',' ',' '
'01783',TB ESOPHAGUS-MICRO DX,1,'Tuberculosis',' ',' '
'01784',TB ESOPHAGUS-CULT DX,1,'Tuberculosis',' ',' '
'01785',TB ESOPHAGUS-HISTO DX,1,'Tuberculosis',' ',' '
'01786',TB ESOPHAGUS-OTH TEST,1,'Tuberculosis',' ',' '
'01790',TB OF ORGAN NEC-UNSPEC,1,'Tuberculosis',' ',' '
'01791',TB OF ORGAN NEC-NO EXAM,1,'Tuberculosis',' ',' '
'01792',TB ORGAN NEC-EXAM UNKN,1,'Tuberculosis',' ',' '
'01793',TB OF ORGAN NEC-MICRO DX,1,'Tuberculosis',' ',' '
'01794',TB OF ORGAN NEC-CULT DX,1,'Tuberculosis',' ',' '
'01795',TB OF ORGAN NEC-HISTO DX,1,'Tuberculosis',' ',' '
'01796',TB OF ORGAN NEC-OTH TEST,1,'Tuberculosis',' ',' '
'01800',ACUTE MILIARY TB-UNSPEC,1,'Tuberculosis',' ',' '
'01801',ACUTE MILIARY TB-NO EXAM,1,'Tuberculosis',' ',' '
'01802',AC MILIARY TB-EXAM UNKN,1,'Tuberculosis',' ',' '
'01803',AC MILIARY TB-MICRO DX,1,'Tuberculosis',' ',' '
'01804',ACUTE MILIARY TB-CULT DX,1,'Tuberculosis',' ',' '
'01805',AC MILIARY TB-HISTO DX,1,'Tuberculosis',' ',' '
'01806',AC MILIARY TB-OTH TEST,1,'Tuberculosis',' ',' '
'01880',MILIARY TB NEC-UNSPEC,1,'Tuberculosis',' ',' '
'01881',MILIARY TB NEC-NO EXAM,1,'Tuberculosis',' ',' '
'01882',MILIARY TB NEC-EXAM UNKN,1,'Tuberculosis',' ',' '
'01883',MILIARY TB NEC-MICRO DX,1,'Tuberculosis',' ',' '
'01884',MILIARY TB NEC-CULT DX,1,'Tuberculosis',' ',' '
'01885',MILIARY TB NEC-HISTO DX,1,'Tuberculosis',' ',' '
'01886',MILIARY TB NEC-OTH TEST,1,'Tuberculosis',' ',' '
'01890',MILIARY TB NOS-UNSPEC,1,'Tuberculosis',' ',' '
'01891',MILIARY TB NOS-NO EXAM,1,'Tuberculosis',' ',' '
'01892',MILIARY TB NOS-EXAM UNKN,1,'Tuberculosis',' ',' '
'01893',MILIARY TB NOS-MICRO DX,1,'Tuberculosis',' ',' '
'01894',MILIARY TB NOS-CULT DX,1,'Tuberculosis',' ',' '
'01895',MILIARY TB NOS-HISTO DX,1,'Tuberculosis',' ',' '
'01896',MILIARY TB NOS-OTH TEST,1,'Tuberculosis',' ',' '
'1370',LATE EFFECT TB- RESP/NOS,1,'Tuberculosis',' ',' '
'1371',LATE EFFECT CNS TB,1,'Tuberculosis',' ',' '
'1372',LATE EFFECT GU TB,1,'Tuberculosis',' ',' '
'1373',LATE EFF BONE & JOINT TB,1,'Tuberculosis',' ',' '
'1374',LATE EFFECT TB NEC,1,'Tuberculosis',' ',' '
'v1201',HX TUBERCULOSIS (Begin 1994),1,'Tuberculosis',' ',' '
'0031',SALMONELLA SEPTICEMIA,2,'Septicemia',' ',' '
'0202',SEPTICEMIC PLAGUE,2,'Septicemia',' ',' '
'0223',ANTHRAX SEPTICEMIA,2,'Septicemia',' ',' '
'0362',MENINGOCOCCEMIA,2,'Septicemia',' ',' '
'0380',STREPTOCOCCAL SEPTICEMIA,2,'Septicemia',' ',' '
'0381',STAPHYLOCOCC SEPTICEMIA (End 1997),2,'Septicemia',' ',' '
'03810',STAPH SEPTICEMIA- UNSPEC (Begin 1997),2,'Septicemia',' ',' '
'03811',STAPH AUREUS SEPTICEMIA (Begin 1997),2,'Septicemia',' ',' '
'03812',MRSA SEPTICEMIA (Begin 2008),2,'Septicemia',' ',' '
'03819',OT STAPH SEPTICEMIA (Begin 1997),2,'Septicemia',' ',' '
'0382',PNEUMOCOCCAL SEPTICEMIA,2,'Septicemia',' ',' '
'0383',ANAEROBIC SEPTICEMIA,2,'Septicemia',' ',' '
'03840',GRAM-NEG SEPTICEMIA NOS,2,'Septicemia',' ',' '
'03841',H. INFLUENAE SEPTICEMIA,2,'Septicemia',' ',' '
'03842',E COLI SEPTICEMIA,2,'Septicemia',' ',' '
'03843',PSEUDOMONAS SEPTICEMIA,2,'Septicemia',' ',' '
'03844',SERRATIA SEPTICEMIA,2,'Septicemia',' ',' '
'03849',GRAM-NEG SEPTICEMIA NEC,2,'Septicemia',' ',' '
'0388',SEPTICEMIA NEC,2,'Septicemia',' ',' '
'0389',SEPTICEMIA NOS,2,'Septicemia',' ',' '
'0545',HERPETIC SEPTICEMIA,2,'Septicemia',' ',' '
'449',SEPTIC ARTERIAL EMBOLISM (Begin 2007),2,'Septicemia',' ',' '
'77181',SEPTICEMIA [SEPSIS] OF NEWBORN (Begin 2002),2,'Septicemia (except in labor)',' ',' '
'7907',BACTEREMIA NOS,2,'Septicemia',' ',' '
'99591',SYS INFLAM / INFECTI W/O ORGAN DYSFUNC (Begin 2002),2,'Septicemia',' ',' '
'99592',SYS INFLAM / INFECTI W ORGAN DYSFUNCTI (Begin 2002),2,'Septicemia',' ',' '
'0200',BUBONIC PLAGUE,3,'Oth bact inf',' ',' '
'0208',OTHER TYPES OF PLAGUE,3,'Oth bact inf',' ',' '
'0209',PLAGUE NOS,3,'Oth bact inf',' ',' '
'0218',TULAREMIA NEC,3,'Oth bact inf',' ',' '
'0219',TULAREMIA NOS,3,'Oth bact inf',' ',' '
'0228',OTHER ANTHRAX MANIFEST,3,'Oth bact inf',' ',' '
'0229',ANTHRAX NOS,3,'Oth bact inf',' ',' '
'0230',BRUCELLA MELITENSIS,3,'Oth bact inf',' ',' '
'0231',BRUCELLA ABORTUS,3,'Oth bact inf',' ',' '
'0232',BRUCELLA SUIS,3,'Oth bact inf',' ',' '
'0233',BRUCELLA CANIS,3,'Oth bact inf',' ',' '
'0238',BRUCELLOSIS NEC,3,'Oth bact inf',' ',' '
'0239',BRUCELLOSIS NOS,3,'Oth bact inf',' ',' '
'024',GLANDERS,3,'Oth bact inf',' ',' '
'025',MELIOIDOSIS,3,'Oth bact inf',' ',' '
'0260',SPIRILLARY FEVER,3,'Oth bact inf',' ',' '
'0269',RAT-BITE FEVER NOS,3,'Oth bact inf',' ',' '
'0270',LISTERIOSIS,3,'Oth bact inf',' ',' '
'0271',ERYSIPELOTHRIX INFECTION,3,'Oth bact inf',' ',' '
'0272',PASTEURELLOSIS,3,'Oth bact inf',' ',' '
'0278',ZOONOTIC BACT DIS NEC,3,'Oth bact inf',' ',' '
'0279',ZOONOTIC BACT DIS NOS,3,'Oth bact inf',' ',' '
'0300',LEPROMATOUS LEPROSY,3,'Oth bact inf',' ',' '
'0301',TUBERCULOID LEPROSY,3,'Oth bact inf',' ',' '
'0302',INDETERMINATE LEPROSY,3,'Oth bact inf',' ',' '
'0303',BORDERLINE LEPROSY,3,'Oth bact inf',' ',' '
'0308',LEPROSY NEC,3,'Oth bact inf',' ',' '
'0309',LEPROSY NOS,3,'Oth bact inf',' ',' '
'0312',DX DUE TO DISSEM MYCOBACT (Begin 1997),3,'Oth bact inf',' ',' '
'0318',MYCOBACTERIAL DIS NEC,3,'Oth bact inf',' ',' '
'0319',MYCOBACTERIAL DIS NOS,3,'Oth bact inf',' ',' '
'03289',DIPHTHERIA NEC,3,'Oth bact inf',' ',' '
'0329',DIPHTHERIA NOS,3,'Oth bact inf',' ',' '
'0330',BORDETELLA PERTUSSIS,3,'Oth bact inf',' ',' '
'0331',BORDETELLA PARAPERTUSSIS,3,'Oth bact inf',' ',' '
'0338',WHOOPING COUGH NEC,3,'Oth bact inf',' ',' '
'0339',WHOOPING COUGH NOS,3,'Oth bact inf',' ',' '
'0341',SCARLET FEVER,3,'Oth bact inf',' ',' '
'0363',MENINGOCOCC ADRENAL SYND,3,'Oth bact inf',' ',' '
'03681',MENINGOCOCC OPTIC NEURIT,3,'Oth bact inf',' ',' '
'03689',MENINGOCOCCAL INFECT NEC,3,'Oth bact inf',' ',' '
'0369',MENINGOCOCCAL INFECT NOS,3,'Oth bact inf',' ',' '
'037',TETANUS,3,'Oth bact inf',' ',' '
'0392',ABDOMINAL ACTINOMYCOSIS,3,'Oth bact inf',' ',' '
'0393',CERVICOFAC ACTINOMYCOSIS,3,'Oth bact inf',' ',' '
'0394',MADURA FOOT,3,'Oth bact inf',' ',' '
'0398',ACTINOMYCOSIS NEC,3,'Oth bact inf',' ',' '
'0399',ACTINOMYCOSIS NOS,3,'Oth bact inf',' ',' '
'0400',GAS GANGRENE,3,'Oth bact inf',' ',' '
'0401',RHINOSCLEROMA,3,'Oth bact inf',' ',' '
'0402',WHIPPLE-S DISEASE,3,'Oth bact inf',' ',' '
'0403',NECROBACILLOSIS,3,'Oth bact inf',' ',' '
'04042',WOUND BOTULISM (Begin 2007),3,'Oth bact inf',' ',' '
'04081',TROPICAL PYOMYOSITIS,3,'Oth bact inf',' ',' '
'04082',TOXIC SHOCK SYNDROME (Begin 2002),3,'Oth bact inf',' ',' '
'04089',BACTERIAL DISEASES NEC,3,'Oth bact inf',' ',' '
'0410',STREPTOCOCCUS INFECT NOS (Begin 1980 End 1992),3,'Oth bact inf',' ',' '
'04100',STREPTOCOCCUS UNSPEC (Begin 1992),3,'Oth bact inf',' ',' '
'04101',GROUP A STREPTOCOCCUS (Begin 1992),3,'Oth bact inf',' ',' '
'04102',GROUP B STREPTOCOCCUS (Begin 1992),3,'Oth bact inf',' ',' '
'04103',GROUP C STREPTOCOCCUS (Begin 1992),3,'Oth bact inf',' ',' '
'04104',GROUP D STREPTOCOCCUS (Begin 1992),3,'Oth bact inf',' ',' '
'04105',GROUP G STREPTOCOCCUS (Begin 1992),3,'Oth bact inf',' ',' '
'04109',OTHER STREPTOCOCCUS (Begin 1992),3,'Oth bact inf',' ',' '
'0411',STAPH INFECTION NOS (Begin 1980 End 1992),3,'Oth bact inf',' ',' '
'04110',STAPH UNSPEC (Begin 1992),3,'Oth bact inf',' ',' '
'04111',STAPH AUREUS (Begin 1992),3,'Oth bact inf',' ',' '
'04112',MRSA ELSEWHERE/NOS (Begin 2008),3,'Oth bact inf',' ',' '
'04119',OTHER STAPH (Begin 1992),3,'Oth bact inf',' ',' '
'0412',PNEUMOCOCCUS INFECT NOS,3,'Oth bact inf',' ',' '
'0413',KLEBSIELLA INFECT NOS,3,'Oth bact inf',' ',' '
'0414',E. COLI INFECT NOS (end 2011),3,'Oth bact inf',' ',' '
'04141',Shiga txn-produce E.coli (Begin 2011),3,'Oth bact inf',' ',' '
'04142',Shga txn prod E.coli NEC (Begin 2011),3,'Oth bact inf',' ',' '
'04143',Shga txn prod E.coli NOS (Begin 2011),3,'Oth bact inf',' ',' '
'04149',E.coli infection NEC/NOS (Begin 2011),3,'Oth bact inf',' ',' '
'0415',H. INFLUENZAE INFECT NOS,3,'Oth bact inf',' ',' '
'0416',PROTEUS INFECTION NOS,3,'Oth bact inf',' ',' '
'0417',PSEUDOMONAS INFECT NOS,3,'Oth bact inf',' ',' '
'0418',BACTERIAL INFECTION NEC (Begin 1980 End 1992),3,'Oth bact inf',' ',' '
'04181',MYCOPLASMA (Begin 1992),3,'Oth bact inf',' ',' '
'04182',BACILLUS FRAGILIS (Begin 1992),3,'Oth bact inf',' ',' '
'04183',CLOSTRID PERFRINGENS (Begin 1992),3,'Oth bact inf',' ',' '
'04184',OTHER ANAEROBES (Begin 1992),3,'Oth bact inf',' ',' '
'04185',OTHER GRAM NEG ORGS (Begin 1992),3,'Oth bact inf',' ',' '
'04186',HELICOBACTER PYLORI INFECTION (Begin 1995),3,'Oth bact inf',' ',' '
'04189',OTHER SPEC BACTERIA (Begin 1992),3,'Oth bact inf',' ',' '
'0419',BACTERIAL INFECTION NOS,3,'Oth bact inf',' ',' '
'390',RHEUM FEV W/O HRT INVOLV,3,'Oth bact inf',' ',' '
'3929',RHEUMATIC CHOREA NOS,3,'Oth bact inf',' ',' '
'7953',POSITIVE CULTURE FINDING (End 2002),3,'Oth bact inf',' ',' '
'79531',NONSPECIFIC POSITIVE FINDINGS/ANTHRAX (Begin 2002),3,'Oth bact inf',' ',' '
'79539',OTHER NONSPECIFIC POSITIVE CULTURE (Begin 2002),3,'Oth bact inf',' ',' '
'v090',INFEC-PENICILLIN-RESIST ORGS (Begin 1993),3,'Oth bact inf',' ',' '
'v091',INFEC-CEPHALOSPORIN-RESIST ORGS (Begin 1993),3,'Oth bact inf',' ',' '
'v092',INFEC-MACROLIDES-RESIST ORGS (Begin 1993),3,'Oth bact inf',' ',' '
'v093',INFEC-TETRACYCLINE-RESIST ORGS (Begin 1993),3,'Oth bact inf',' ',' '
'v094',INFEC-AMINOGLYCOSIDE-RESIST ORGS (Begin 1993),3,'Oth bact inf',' ',' '
'v0950',INFEC-UNRESIST TO MULT QUINOLONES (Begin 1993),3,'Oth bact inf',' ',' '
'v0951',INFEC-MULT QUINOLONES-RESIST ORGS (Begin 1993),3,'Oth bact inf',' ',' '
'v096',INFEC-SULFONAMIDES-RESIST ORGS (Begin 1993),3,'Oth bact inf',' ',' '
'v0970',INFEC-NOT MULTI-ANTIMYCOBACT-RESIS (Begin 1993),3,'Oth bact inf',' ',' '
'v0971',INFEC-MULTI-ANTIMYCOBAC-RESIS ORGS (Begin 1993),3,'Oth bact inf',' ',' '
'v0980',INFEC-OTH ORGS NOT MULTIDRUG-RESIS (Begin 1993),3,'Oth bact inf',' ',' '
'v0981',INFEC-OTH MULTI-DRUG-RESIST ORGS (Begin 1993),3,'Oth bact inf',' ',' '
'v0990',INFEC-UNSP ORGS NOT MULTDRUG-RESIS (Begin 1993),3,'Oth bact inf',' ',' '
'v0991',INFEC-UNSPEC MULTIDRUG-RESIST ORGS (Begin 1993),3,'Oth bact inf',' ',' '
'v1204',HX METHICLN RESIST STAPH (Begin 2008),3,'Oth bact inf',' ',' '
'1100',DERMATOPHYT SCALP/BEARD,4,'Mycoses',' ',' '
'1101',DERMATOPHYTOSIS OF NAIL,4,'Mycoses',' ',' '
'1102',DERMATOPHYTOSIS OF HAND,4,'Mycoses',' ',' '
'1103',DERMATOPHYTOSIS OF GROIN,4,'Mycoses',' ',' '
'1104',DERMATOPHYTOSIS OF FOOT,4,'Mycoses',' ',' '
'1105',DERMATOPHYTOSIS OF BODY,4,'Mycoses',' ',' '
'1106',DEEP DERMATOPHYTOSIS,4,'Mycoses',' ',' '
'1108',DERMATOPHYTOSIS SITE NEC,4,'Mycoses',' ',' '
'1109',DERMATOPHYTOSIS SITE NOS,4,'Mycoses',' ',' '
'1110',PITYRIASIS VERSICOLOR,4,'Mycoses',' ',' '
'1111',TINEA NIGRA,4,'Mycoses',' ',' '
'1112',TINEA BLANCA,4,'Mycoses',' ',' '
'1113',BLACK PIEDRA,4,'Mycoses',' ',' '
'1118',DERMATOMYCOSES NEC,4,'Mycoses',' ',' '
'1119',DERMATOMYCOSIS NOS,4,'Mycoses',' ',' '
'1120',THRUSH,4,'Mycoses',' ',' '
'1121',CANDIDAL VULVOVAGINITIS,4,'Mycoses',' ',' '
'1122',CANDIDIAS UROGENITAL NEC,4,'Mycoses',' ',' '
'1123',CUTANEOUS CANDIDIASIS,4,'Mycoses',' ',' '
'1125',DISSEMINATED CANDIDIASIS,4,'Mycoses',' ',' '
'11282',CANDIDAL OTITIS EXTERNA,4,'Mycoses',' ',' '
'11284',CANDIDAL ESOPHAGITIS (Begin 1992),4,'Mycoses',' ',' '
'11285',CANDIDAL ENTERITIS (Begin 1992),4,'Mycoses',' ',' '
'11289',CANDIDIASIS SITE NEC,4,'Mycoses',' ',' '
'1129',CANDIDIASIS SITE NOS,4,'Mycoses',' ',' '
'1141',PRIM CUTAN COCCIDIOID,4,'Mycoses',' ',' '
'1143',PROGRESS COCCIDIOID NEC,4,'Mycoses',' ',' '
'1149',COCCIDIOIDOMYCOSIS NOS,4,'Mycoses',' ',' '
'11500',HISTOPLASMA CAPSULAT NOS,4,'Mycoses',' ',' '
'11509',HISTOPLASMA CAPSULAT NEC,4,'Mycoses',' ',' '
'11510',HISTOPLASMA DUBOISII NOS,4,'Mycoses',' ',' '
'11519',HISTOPLASMA DUBOISII NEC,4,'Mycoses',' ',' '
'11590',HISTOPLASMOSIS NOS,4,'Mycoses',' ',' '
'11599',HISTOPLASMOSIS NEC,4,'Mycoses',' ',' '
'1160',BLASTOMYCOSIS,4,'Mycoses',' ',' '
'1161',PARACOCCIDIOIDOMYCOSIS,4,'Mycoses',' ',' '
'1162',LOBOMYCOSIS,4,'Mycoses',' ',' '
'1170',RHINOSPORIDIOSIS,4,'Mycoses',' ',' '
'1171',SPOROTRICHOSIS,4,'Mycoses',' ',' '
'1172',CHROMOBLASTOMYCOSIS,4,'Mycoses',' ',' '
'1173',ASPERGILLOSIS,4,'Mycoses',' ',' '
'1174',MYCOTIC MYCETOMAS,4,'Mycoses',' ',' '
'1175',CRYPTOCOCCOSIS,4,'Mycoses',' ',' '
'1176',ALLESCHERIOSIS,4,'Mycoses',' ',' '
'1177',ZYGOMYCOSIS,4,'Mycoses',' ',' '
'1178',DEMATIACIOUS FUNGI INF,4,'Mycoses',' ',' '
'1179',MYCOSES NEC & NOS,4,'Mycoses',' ',' '
'118',OPPORTUNISTIC MYCOSES,4,'Mycoses',' ',' '
'042',HIV DISEASE (Begin 1994),5,'HIV infectn',' ',' '
'0420',HIV W/SPECIF INFECTIONS (Begin 1986 End 1994),5,'HIV infectn',' ',' '
'0421',HIV CAUS OTH SPEC INFECT (Begin 1986 End 1994),5,'HIV infectn',' ',' '
'0422',HIV W/SPEC MALIG NEOPLSM (Begin 1986 End 1994),5,'HIV infectn',' ',' '
'0429',AIDS- UNSPECIFIED (Begin 1986 End 1994),5,'HIV infectn',' ',' '
'0430',HIV CAUS LYMPHADENOPATHY (Begin 1986 End 1994),5,'HIV infectn',' ',' '
'0431',HIV CAUS SP CNS DISEASE (Begin 1986 End 1994),5,'HIV infectn',' ',' '
'0432',HIV CAUS OT DISOR IMMUNE (Begin 1986 End 1994),5,'HIV infectn',' ',' '
'0433',HIV CAUS OTH SPECIF COND (Begin 1986 End 1994),5,'HIV infectn',' ',' '
'0439',ARC- UNSPECIFIED (Begin 1986 End 1994),5,'HIV infectn',' ',' '
'0440',HIV CAUS ACUTE INFECTION (Begin 1986 End 1994),5,'HIV infectn',' ',' '
'0449',HIV- UNSPECIFIED (Begin 1986 End 1994),5,'HIV infectn',' ',' '
'07953',HIV TYPE 2 (Begin 1993),5,'HIV infectn',' ',' '
'27910',IMMUNDEF T-CELL DEF NOS,5,'HIV infectn',' ',' '
'27919',DEFIC CELL IMMUNITY NOS,5,'HIV infectn',' ',' '
'79571',NONSPECIFIC SEROLOG HIV (Begin 1994),5,'HIV infectn',' ',' '
'7958',POSITIVE SERO/VIRAL HIV (Begin 1986 End 1994),5,'HIV infectn',' ',' '
'v08',HIV POSITIVE NOS (Begin 1994),5,'HIV infectn',' ',' '
'0700',HEPATITIS A WITH COMA,6,'Hepatitis',' ',' '
'0701',HEPATITIS A W/O COMA,6,'Hepatitis',' ',' '
'0702',HEPATITIS B WITH COMA (Begin 1980 End 1991),6,'Hepatitis',' ',' '
'07020',VRL HEPAT B CM W/O DELTA (Begin 1991),6,'Hepatitis',' ',' '
'07021',VRL HEPAT B CM W DELTA (Begin 1991),6,'Hepatitis',' ',' '
'07022',CHR HEPAT COMA W/O DELTA (Begin 1994),6,'Hepatitis',' ',' '
'07023',CHR HEPAT COMA W/ DELTA (Begin 1994),6,'Hepatitis',' ',' '
'0703',HEPATITIS B W/O COMA (Begin 1980 End 1991),6,'Hepatitis',' ',' '
'07030',VRL HPT B W/O CM W/O DLT (Begin 1991),6,'Hepatitis',' ',' '
'07031',VRL HPT B W/O CM W DELTA (Begin 1991),6,'Hepatitis',' ',' '
'07032',CHR HEPAT W/O COMA W/O DELTA (Begin 1994),6,'Hepatitis',' ',' '
'07033',CHR HEPAT W/O COMA W/ DELTA (Begin 1994),6,'Hepatitis',' ',' '
'0704',VIRAL HEPAT NEC W COMA (Begin 1980 End 1991),6,'Hepatitis',' ',' '
'07041',SPF VRL HPT CM HPT C (Begin 1991),6,'Hepatitis',' ',' '
'07042',SPF VRL HPT CM DLT W/O B (Begin 1991),6,'Hepatitis',' ',' '
'07043',SPF VRL HPT CM HPT E (Begin 1991),6,'Hepatitis',' ',' '
'07044',CHR HEPAT C W/ COMA (Begin 1994),6,'Hepatitis',' ',' '
'07049',SPF VRL HPT CM (Begin 1991),6,'Hepatitis',' ',' '
'0705',VIRAL HEPAT NEC W/O COMA (Begin 1980 End 1991),6,'Hepatitis',' ',' '
'07051',VRL HPT W/O CM HEPAT C (Begin 1991),6,'Hepatitis',' ',' '
'07052',VRL HPT W/O CM DLT W/O B (Begin 1991),6,'Hepatitis',' ',' '
'07053',VRL HPT W/O CM HEPAT E (Begin 1991),6,'Hepatitis',' ',' '
'07054',CHR HEPAT C W/O COMA (Begin 1994),6,'Hepatitis',' ',' '
'07059',VRL HPT W/O CM (Begin 1991),6,'Hepatitis',' ',' '
'0706',VIRAL HEPAT NOS W COMA,6,'Hepatitis',' ',' '
'07070',HPT C W/O HEPAT COMA NOS (Begin 2004),6,'Hepatitis',' ',' '
'07071',HPT C W HEPATIC COMA NOS (Begin 2004),6,'Hepatitis',' ',' '
'0709',VIRAL HEPAT NOS W/O COMA,6,'Hepatitis',' ',' '
'07271',MUMPS HEPATITIS,6,'Hepatitis',' ',' '
'57140',CHRONIC HEPATITIS NOS,6,'Hepatitis',' ',' '
'57141',CHR PERSISTENT HEPATITIS,6,'Hepatitis',' ',' '
'57142',AUTOIMMUNE HEPATITIS (Begin 2008),6,'Hepatitis',' ',' '
'57149',CHRONIC HEPATITIS NEC,6,'Hepatitis',' ',' '
'5731',HEPATITIS IN VIRAL DIS,6,'Hepatitis',' ',' '
'5732',HEPATITIS IN OTH INF DIS,6,'Hepatitis',' ',' '
'5733',HEPATITIS NOS,6,'Hepatitis',' ',' '
'0500',VARIOLA MAJOR,7,'Viral infect',' ',' '
'0501',ALASTRIM,7,'Viral infect',' ',' '
'0502',MODIFIED SMALLPOX,7,'Viral infect',' ',' '
'0509',SMALLPOX NOS,7,'Viral infect',' ',' '
'0510',COWPOX (end 2008),7,'Viral infect',' ',' '
'05101',COWPOX (Begin 2008),7,'Viral infect',' ',' '
'05102',VACCINIA N/F VACCINATION (Begin 2008),7,'Viral infect',' ',' '
'0511',PSEUDOCOWPOX,7,'Viral infect',' ',' '
'0512',CONTAGIOUS PUSTULAR DERM,7,'Viral infect',' ',' '
'0519',PARAVACCINIA NOS,7,'Viral infect',' ',' '
'0522',POSTVARICELLA MYELITIS (Begin 2006),7,'Viral infect',' ',' '
'0527',VARICELLA COMPLICAT NEC,7,'Viral infect',' ',' '
'0528',VARICELLA COMPLICAT NOS,7,'Viral infect',' ',' '
'0529',VARICELLA UNCOMPLICATED,7,'Viral infect',' ',' '
'05310',H ZOSTER NERV SYST NOS,7,'Viral infect',' ',' '
'05311',GENICULATE HERPES ZOSTER,7,'Viral infect',' ',' '
'05312',POSTHERPES TRIGEM NEURAL,7,'Viral infect',' ',' '
'05313',POSTHERPES POLYNEUROPATH,7,'Viral infect',' ',' '
'05314',HERPES ZOSTER MYELITIS (Begin 2006),7,'Viral infect',' ',' '
'05319',H ZOSTER NERV SYST NEC,7,'Viral infect',' ',' '
'05371',H ZOSTER OTITIS EXTERNA,7,'Viral infect',' ',' '
'05379',H ZOSTER COMPLICATED NEC,7,'Viral infect',' ',' '
'0538',H ZOSTER COMPLICATED NOS,7,'Viral infect',' ',' '
'0539',HERPES ZOSTER NOS,7,'Viral infect',' ',' '
'0540',ECZEMA HERPETICUM,7,'Viral infect',' ',' '
'05410',GENITAL HERPES NOS,7,'Viral infect',' ',' '
'05411',HERPETIC VULVOVAGINITIS,7,'Viral infect',' ',' '
'05412',HERPETIC ULCER OF VULVA,7,'Viral infect',' ',' '
'05413',HERPETIC INFECT OF PENIS,7,'Viral infect',' ',' '
'05419',GENITAL HERPES NEC,7,'Viral infect',' ',' '
'0542',HERPETIC GINGIVOSTOMAT,7,'Viral infect',' ',' '
'0546',HERPETIC WHITLOW,7,'Viral infect',' ',' '
'05471',VISCERAL HERPES SIMPLEX,7,'Viral infect',' ',' '
'05473',H SIMPLEX OTITIS EXTERNA,7,'Viral infect',' ',' '
'05474',HERPES SIMPLEX MYELITIS (Begin 2006),7,'Viral infect',' ',' '
'05479',H SIMPLEX COMPLICAT NEC,7,'Viral infect',' ',' '
'0548',H SIMPLEX COMPLICAT NOS,7,'Viral infect',' ',' '
'0549',HERPES SIMPLEX NOS,7,'Viral infect',' ',' '
'05579',MEASLES COMPLICATION NEC,7,'Viral infect',' ',' '
'0558',MEASLES COMPLICATION NOS,7,'Viral infect',' ',' '
'0559',MEASLES UNCOMPLICATED,7,'Viral infect',' ',' '
